V_TRI_SUBMISSION_NAICS.INDUSTRY_CODE,V_TRI_SUBMISSION_NAICS.INDUSTRY_DESCRIPTION,V_TRI_SUBMISSION_NAICS.NAICS_CODES,TRI_FACILITY.TRI_FACILITY_ID,TRI_FACILITY.STATE_ABBR,V_TRI_FORM_R_BR_EZ.TRI_FACILITY_ID,V_TRI_FORM_R_BR_EZ.REPORTING_YEAR,V_TRI_FORM_R_BR_EZ.STATE_ABBR,V_TRI_FORM_R_BR_EZ.AIR_TOTAL_RELEASE,V_TRI_FORM_R_BR_EZ.INDUSTRY_CODE,V_TRI_FORM_R_BR_EZ.LAND_TOTAL_RELEASE,V_TRI_FORM_R_BR_EZ.TOTAL_OFF_SITE_RELEASE,V_TRI_FORM_R_BR_EZ.TOTAL_ON_OFF_SITE_RELEASE,V_TRI_FORM_R_BR_EZ.TOTAL_ON_SITE_RELEASE,V_TRI_FORM_R_BR_EZ.UNINJ_TOTAL_RELEASE,V_TRI_FORM_R_BR_EZ.WATER_TOTAL_RELEASE,V_TRI_FORM_R_BR_EZ.PRIMARY_NAICS_CODE
331,Primary Metals,331529,53188CCRTSN12W2,WI,53188CCRTSN12W2,2015,WI,0,331,0,0,0,0,0,,331529
325,Chemicals,325199,45232HNKLC4900E,OH,45232HNKLC4900E,2015,OH,1.4,325,0,5444,5445.4,1.4,0,0,325199
325,Chemicals,325211,48192BSFCR1609B,MI,48192BSFCR1609B,2015,MI,1430,325,0,0,1435,1435,0,5,325211
334,Computers and Electronic Products,334412,44223PRTCR7ASCO,OH,44223PRTCR7ASCO,2015,OH,0,334,0,3.58,3.58,0,0,0,334412
311,Food,311221,61285STLYMROUTE,IL,61285STLYMROUTE,2015,IL,0,311,0,0,0,0,0,,311221
311,Food,311511,48150MCHGN29601,MI,48150MCHGN29601,2015,MI,10,311,0,0,10,10,0,0,311511
331,Primary Metals,331524,48605SGNWG1629N,MI,48605SGNWG1629N,2015,MI,2,331,85,2,89,87,0,0,331524
332,Fabricated Metals,332999,43123TSHSM3515G,OH,43123TSHSM3515G,2015,OH,0,332,0,1.2,1.2,0,0,0,332999
311,Food,311513311514,53042LKTLK9278T,WI,53042LKTLK9278T,2015,WI,0,311,0,4260,4260,0,0,0,311513
323,Printing,323111,44102MRCNG11555,OH,44102MRCNG11555,2015,OH,1156,323,0,0,1156,1156,0,0,323111
322,Paper,322121,54507RHNLN515WE,WI,54507RHNLN515WE,2015,WI,1134,322,0,1728,3019,1291,0,157,322121
336,Transportation Equipment,336612,46515GDFRY22787,IN,46515GDFRY22787,2015,IN,88302,336,0,0,88302,88302,0,0,336612
339,Miscellaneous Manufacturing,339112,46710LTRXX2PRGR,IN,46710LTRXX2PRGR,2015,IN,0,339,0,0,0,0,0,0,339112
332,Fabricated Metals,332813,54110PRFSSHWY10,WI,54110PRFSSHWY10,2015,WI,0,332,0,19474,19474,0,0,0,332813
332,Fabricated Metals,332431,43420MRCNN2145C,OH,43420MRCNN2145C,2015,OH,264603,332,0,0,264603,264603,0,0,332431
336,Transportation Equipment,336390,53963CMTCH401IN,WI,53963CMTCH401IN,2015,WI,442.461,336,0,15305.03,15747.491,442.461,0,0,336390
331,Primary Metals,331511,56001THDTS200WR,MN,56001THDTS200WR,2015,MN,0,331,0,0,0,0,0,,331511
331,Primary Metals,331511,54981WPCFN406ND,WI,54981WPCFN406ND,2015,WI,500,331,0,9202,9707,505,0,5,331511
325,Chemicals,325991,54220VNYLP2917D,WI,54220VNYLP2917D,2015,WI,0,325,0,0,0,0,0,,325991
326,Plastics and Rubber,326299,62223RHWST1501W,IL,62223RHWST1501W,2015,IL,0,326,0,4130.677,4130.677,0,0,0,326299
332,Fabricated Metals,332722,4501WWTBLT12IWA,OH,4501WWTBLT12IWA,2015,OH,.2,332,0,4345,4345.2,.2,0,0,332722
332,Fabricated Metals,332812,43725GSMTH530NO,OH,43725GSMTH530NO,2015,OH,1824,332,0,0,1824,1824,0,0,332812
332,Fabricated Metals,332812,61115CRTSM9917N,IL,61115CRTSM9917N,2015,IL,0,332,0,0,0,0,0,0,332812
332,Fabricated Metals,332913,44705KPHCN2700A,OH,44705KPHCN2700A,2015,OH,8203.81,332,0,0,8203.81,8203.81,0,0,332913
316,Leather,316110,55075TWNCT501MA,MN,55075TWNCT501MA,2015,MN,0,316,0,6015,6015,0,0,0,316110
332,Fabricated Metals,332811423510,49022SNDVK2235D,MI,49022SNDVK2235D,2015,MI,200,332,0,0,200,200,0,0,332811
326,Plastics and Rubber,326150,53901FLXBL2626M,WI,53901FLXBL2626M,2015,WI,162.479,326,0,0,162.479,162.479,0,0,326150
331,Primary Metals,331210,60426LLDTB16100,IL,60426LLDTB16100,2015,IL,10377,331,0,0,10377,10377,0,0,331210
322,Paper,322220323111,60624CLRCM4242W,IL,60624CLRCM4242W,2015,IL,1420,322,0,0,1420,1420,0,0,322220
331,Primary Metals,331420,54136VLLYC540EI,WI,54136VLLYC540EI,2015,WI,3175,331,0,1477,4669,3192,0,17,331420
321,Wood Products,321219,49881LSNPCHWYM9,MI,49881LSNPCHWYM9,2015,MI,12,321,0,0,12,12,0,0,321219
336,Transportation Equipment,336390,54612NLSND1450E,WI,54612NLSND1450E,2015,WI,1.85,336,0,0,1.85,1.85,0,0,336390
332,Fabricated Metals,332911,62525MLLRC500WE,IL,62525MLLRC500WE,2015,IL,1,332,0,11,12,1,0,0,332911
336,Transportation Equipment,336212,46772STRCK301NP,IN,46772STRCK301NP,2015,IN,.07,336,0,0,.07,.07,0,0,336212
333,Machinery,333111,56215TYLRLEASTH,MN,56215TYLRLEASTH,2015,MN,179.02,333,0,0,179.02,179.02,0,0,333111
333,Machinery,333111,56215TYLRLEASTH,MN,56215TYLRLEASTH,2015,MN,0,333,0,0,0,0,0,,333111
331,Primary Metals,331110,43457CHRTR6255U,OH,43457CHRTR6255U,2015,OH,41.5,331,0,2748,2789.5,41.5,0,0,331110
326,Plastics and Rubber,326191,46146MPLCR203NE,IN,46146MPLCR203NE,2015,IN,100108,326,0,0,100108,100108,0,0,326191
336,Transportation Equipment,336112,48551GMCTRG3100,MI,48551GMCTRG3100,2015,MI,5650,336,0,0,5650,5650,0,0,336112
325,Chemicals,325199325211325320,48667THDWCMICHI,MI,48667THDWCMICHI,2015,MI,1159,325,0,0,1210,1210,0,51,325199
325,Chemicals,325199325211325320,48667THDWCMICHI,MI,48667THDWCMICHI,2015,MI,18,325,0,0,18,18,0,0,325199
325,Chemicals,325199325211325320,48667THDWCMICHI,MI,48667THDWCMICHI,2015,MI,.053,325,0,0,.437,.437,0,.384,325199
325,Chemicals,325199325211325320,48667THDWCMICHI,MI,48667THDWCMICHI,2015,MI,379,325,0,0,379,379,0,0,325199
325,Chemicals,325199325211325320,48667THDWCMICHI,MI,48667THDWCMICHI,2015,MI,275,325,0,0,635,635,0,360,325199
326,Plastics and Rubber,326199,46517GLBLG58190,IN,46517GLBLG58190,2015,IN,146586.83,326,0,0,146586.83,146586.83,0,0,326199
336,Transportation Equipment,336330,45107MRCNS3343S,OH,45107MRCNS3343S,2015,OH,1,336,0,0,1,1,0,0,336330
336,Transportation Equipment,336612,62896CRWNL11884,IL,62896CRWNL11884,2015,IL,15175.6,336,0,0,15175.6,15175.6,0,0,336612
311,Food,311511311520,44667SMTHD230NO,OH,44667SMTHD230NO,2015,OH,0,311,0,0,0,0,0,0,311511
326,Plastics and Rubber,326299,44310HYGNC1245H,OH,44310HYGNC1245H,2015,OH,547,326,0,279,826,547,0,0,326299
325,Chemicals,325998,44212CLMBC3097I,OH,44212CLMBC3097I,2015,OH,123,325,0,418,541,123,0,0,325998
325,Chemicals,325998,44117MNGLL23000,OH,44117MNGLL23000,2015,OH,59,325,0,618,677,59,0,0,325998
325,Chemicals,325130,44004SCMCH2426M,OH,44004SCMCH2426M,2015,OH,.0000117,325,.2832599,0,.2838064,.2838064,0,.0005348,325130
325,Chemicals,325510,43207DSTNC2121N,OH,43207DSTNC2121N,2015,OH,63,325,0,0,63,63,0,0,325510
332,Fabricated Metals,332999,4980WBSSPR21THE,MI,4980WBSSPR21THE,2015,MI,28653,332,0,0,28653,28653,0,0,332999
325,Chemicals,325510,4466WCHMSP9287S,OH,4466WCHMSP9287S,2015,OH,338,325,0,0,338,338,0,0,325510
331,Primary Metals,331314,5317WBCKLM755DU,WI,5317WBCKLM755DU,2015,WI,.0014,331,0,.105,.3524,.2474,0,.246,331314
324,Petroleum,324110,46394MCLCX2815I,IN,46394MCLCX2815I,2015,IN,.5,324,0,.1,.6,.5,0,0,324110
324,Petroleum,324110,46394MCLCX2815I,IN,46394MCLCX2815I,2015,IN,260,324,0,0,260,260,0,0,324110
324,Petroleum,324199,44482LTVST2234M,OH,44482LTVST2234M,2015,OH,0,324,0,37.8,214.21,176.41,0,176.41,324199
332,Fabricated Metals,332431,55021CRWNCPOBOX,MN,55021CRWNCPOBOX,2015,MN,24848,332,0,0,24848,24848,0,0,332431
325,Chemicals,325510,60438BCHMC2700E,IL,60438BCHMC2700E,2015,IL,10997,325,0,0,10997,10997,0,0,325510
336,Transportation Equipment,336370,60188FTBND485EL,IL,60188FTBND485EL,2015,IL,255,336,0,10,265,255,0,0,336370
325,Chemicals,325998327910326121325613562211,55016MCHMLHIGHW,MN,55016MCHMLHIGHW,2015,MN,0,325,0,0,0,0,0,0,325998
325,Chemicals,325510,48390FNSHT4205M,MI,48390FNSHT4205M,2015,MI,117,325,0,867,984,117,0,0,325510
327,Nonmetallic Mineral Product,327410,44045LTVST15WIL,OH,44045LTVST15WIL,2015,OH,1.25,327,.18,0,1.43,1.43,0,0,327410
339,Miscellaneous Manufacturing,339999,49441GRGMR1355W,MI,49441GRGMR1355W,2015,MI,10064.1,339,0,0,10064.1,10064.1,0,0,339999
331,Primary Metals,331110,47635KSTLC6500N,IN,47635KSTLC6500N,2015,IN,1120,331,0,0,1120,1120,0,0,331110
311,Food,311221,62525STLYM2200E,IL,62525STLYM2200E,2015,IL,312,311,0,0,312,312,0,0,311221
322,Paper,322121,49634PCKGN2245U,MI,49634PCKGN2245U,2015,MI,143005,322,0,985,144889,143904,0,899,322121
331,Primary Metals,331110,46312NLNDS3210W,IN,46312NLNDS3210W,2015,IN,67,331,0,14512,14579,67,0,0,331110
327,Nonmetallic Mineral Product,327211327215,43460LBBYW140DI,OH,43460LBBYW140DI,2015,OH,16260,327,0,105,16365,16260,0,0,327211
326,Plastics and Rubber,326191,49340NTDST7839C,MI,49340NTDST7839C,2015,MI,67313,326,0,0,67313,67313,0,0,326191
324,Petroleum,324110424710,62454MRTHNMARAT,IL,62454MRTHNMARAT,2015,IL,57729,324,0,0,57729,57729,0,0,324110
335,Electrical Equipment,335991,44830NTNLL200NO,OH,44830NTNLL200NO,2015,OH,750,335,0,250,1000,750,0,0,335991
311,Food,311221,47902STLYM2245N,IN,47902STLYM2245N,2015,IN,53.8,311,0,0,53.8,53.8,0,0,311221
311,Food,311513,54139FRGCHHWY14,WI,54139FRGCHHWY14,2015,WI,0,311,0,0,0,0,0,0,311513
326,Plastics and Rubber,326113,46350SLVYN1207E,IN,46350SLVYN1207E,2015,IN,.003,326,0,.174,.177,.003,0,0,326113
325,Chemicals,325412325998325199,48626DWCRN1635N,MI,48626DWCRN1635N,2015,MI,804,325,0,2715,3519,804,0,0,325412
325,Chemicals,325520325211,45381WHTTK10ELE,OH,45381WHTTK10ELE,2015,OH,3551,325,0,92,3643,3551,0,0,325520
339,Miscellaneous Manufacturing,339940,60007LCNDS1201P,IL,60007LCNDS1201P,2015,IL,0,339,0,0,0,0,0,0,339940
327,Nonmetallic Mineral Product,327120,44004VTSCH4741K,OH,44004VTSCH4741K,2015,OH,1660,327,0,5,1665,1660,0,0,327120
325,Chemicals,325211,49507PLYMR1415S,MI,49507PLYMR1415S,2015,MI,0,325,0,0,0,0,0,,325211
333,Machinery,333413,46350NWYRK171FA,IN,46350NWYRK171FA,2015,IN,15,333,0,0,15,15,0,0,333413
311,Food,311313,56284STHRNEASTH,MN,56284STHRNEASTH,2015,MN,153465,311,0,0,153465,153465,0,0,311313
332,Fabricated Metals,332431,43571MRCNN10444,OH,43571MRCNN10444,2015,OH,0,332,0,259,259,0,0,0,332431
336,Transportation Equipment,336320,62839HLLLC111VI,IL,62839HLLLC111VI,2015,IL,0,336,0,0,0,0,0,0,336320
333,Machinery,333415,53223PRLCK8300W,WI,53223PRLCK8300W,2015,WI,0,333,0,0,0,0,0,,333415
332,Fabricated Metals,332813,53403WSCNS931CA,WI,53403WSCNS931CA,2015,WI,3.79,332,0,.77,4.56,3.79,0,0,332813
332,Fabricated Metals,332322,53095MTLCR26MET,WI,53095MTLCR26MET,2015,WI,72,332,0,8.255,80.255,72,0,0,332322
327,Nonmetallic Mineral Product,327310,46947CPLYCSTATE,IN,46947CPLYCSTATE,2015,IN,44,327,0,0,44,44,0,0,327310
325,Chemicals,325510,4783WVCBRZ1825E,IN,4783WVCBRZ1825E,2015,IN,834,325,0,0,834,834,0,0,325510
325,Chemicals,325193,53935NTDWSW1231,WI,53935NTDWSW1231,2015,WI,2699.95,325,0,0,2699.95,2699.95,0,0,325193
336,Transportation Equipment,336310,45302HNDFM12500,OH,45302HNDFM12500,2015,OH,101,336,0,27,128,101,0,0,336310
325,Chemicals,325193,5620WBSHML1725H,MN,5620WBSHML1725H,2015,MN,8308,325,0,0,8308,8308,0,0,325193
325,Chemicals,325510,60013GNRLP201JA,IL,60013GNRLP201JA,2015,IL,0,325,0,0,0,0,0,,325510
326,Plastics and Rubber,326291,49601PLSTR6007T,MI,49601PLSTR6007T,2015,MI,348,326,0,128300,128648,348,0,0,326291
332,Fabricated Metals,332321,44660WYNDL4576C,OH,44660WYNDL4576C,2015,OH,22.83,332,0,0,22.83,22.83,0,0,332321
331,Primary Metals,331110,53080CHRTR1658C,WI,53080CHRTR1658C,2015,WI,26302.44,331,0,0,26302.44,26302.44,0,0,331110
332,Fabricated Metals,332812,4713WSTLDY5134L,IN,4713WSTLDY5134L,2015,IN,.34,332,0,2.05,2.39,.34,0,0,332812
311,Food,311513,53510MNTCH33PEN,WI,53510MNTCH33PEN,2015,WI,0,311,0,0,0,0,0,,311513
325,Chemicals,325211,60901HNKLCSKENS,IL,60901HNKLCSKENS,2015,IL,5350,325,0,16,5366,5350,0,0,325211
332,Fabricated Metals,332812,46140RLLCT3398E,IN,46140RLLCT3398E,2015,IN,5556,332,0,0,5556,5556,0,0,332812
325,Chemicals,325520325510,46514GCLCR53280,IN,46514GCLCR53280,2015,IN,0,325,0,0,0,0,0,,325520
337,Furniture,337214337211,49423HWRTHONEHA,MI,49423HWRTHONEHA,2015,MI,0,337,0,0,0,0,0,,337214
332,Fabricated Metals,332722332999,61104RCKFR707HA,IL,61104RCKFR707HA,2015,IL,124,332,0,6.5,130.5,124,0,0,332722
336,Transportation Equipment,336211,43072KTHPR1111N,OH,43072KTHPR1111N,2015,OH,8,336,0,1577,1585,8,0,0,336211
325,Chemicals,325211,60110MCWHR400EA,IL,60110MCWHR400EA,2015,IL,351,325,0,0,351,351,0,0,325211
336,Transportation Equipment,336112,48091WRRNT21500,MI,48091WRRNT21500,2015,MI,3840,336,0,0,3840,3840,0,0,336112
325,Chemicals,325520,43302SKCRP1682M,OH,43302SKCRP1682M,2015,OH,1,325,0,0,1,1,0,0,325520
325,Chemicals,325193,49276GLBLT1144C,MI,49276GLBLT1144C,2015,MI,158,325,0,0,158,158,0,0,325193
332,Fabricated Metals,332999332913333618327110,53044KHLRC444HI,WI,53044KHLRC444HI,2015,WI,0,332,0,6,9,3,0,3,332999
332,Fabricated Metals,332999332913333618327110,53044KHLRC444HI,WI,53044KHLRC444HI,2015,WI,0,332,0,44,48,4,0,4,332999
332,Fabricated Metals,332999332913333618327110,53044KHLRC444HI,WI,53044KHLRC444HI,2015,WI,37,332,0,0,37,37,0,0,332999
335,Electrical Equipment,335312,44903DLLCT330EA,OH,44903DLLCT330EA,2015,OH,0,335,0,0,0,0,0,0,335312
335,Electrical Equipment,335312,54028MCMLL400BE,WI,54028MCMLL400BE,2015,WI,821,335,0,0,821,821,0,0,335312
336,Transportation Equipment,336112,48184FRDMT38303,MI,48184FRDMT38303,2015,MI,0,336,0,940,940,0,0,0,336112
311,Food,311119,62305PRNCG4618G,IL,62305PRNCG4618G,2015,IL,96.22,311,0,0,96.22,96.22,0,0,311119
332,Fabricated Metals,332991,4470WTHTMK2514W,OH,4470WTHTMK2514W,2015,OH,1596,332,0,.5,1596.5,1596,0,0,332991
339,Miscellaneous Manufacturing,339113,5317WMRZNR139WG,WI,5317WMRZNR139WG,2015,WI,0,339,0,0,0,0,0,0,339113
333,Machinery,333241,4630WRSCHL12CUT,IN,4630WRSCHL12CUT,2015,IN,.0004,333,0,147.64,147.6404,.0004,0,0,333241
325,Chemicals,325998,44321KRNDS3291S,OH,44321KRNDS3291S,2015,OH,0,325,0,0,0,0,0,,325998
335,Electrical Equipment,335932,60172LCTRF222WC,IL,60172LCTRF222WC,2015,IL,28.25,335,0,0,28.25,28.25,0,0,335932
332,Fabricated Metals,332813,48174FNTXL89INK,MI,48174FNTXL89INK,2015,MI,0,332,0,17.1,17.1,0,0,0,332813
326,Plastics and Rubber,326150,54970SWNSN650WA,WI,54970SWNSN650WA,2015,WI,1.28,326,0,0,1.28,1.28,0,0,326150
331,Primary Metals,331523,46904KKMCS1001E,IN,46904KKMCS1001E,2015,IN,71,331,0,0,71,71,0,0,331523
325,Chemicals,325311,61025PHNXC16675,IL,61025PHNXC16675,2015,IL,10,325,0,.05,10.05,10,0,0,325311
336,Transportation Equipment,336370,60411FRDMT1000E,IL,60411FRDMT1000E,2015,IL,4,336,0,0,4,4,0,0,336370
325,Chemicals,325211,61350BRGWRCANAL,IL,61350BRGWRCANAL,2015,IL,9579,325,0,175,9756,9581,0,2,325211
325,Chemicals,325211,53154PPGND10800,WI,53154PPGND10800,2015,WI,95.92,325,0,10,105.92,95.92,0,0,325211
332,Fabricated Metals,332812,60007RLLXC800CH,IL,60007RLLXC800CH,2015,IL,185,332,0,0,185,185,0,0,332812
333,Machinery,333111,45853NVRFR18107,OH,45853NVRFR18107,2015,OH,0,333,0,91,91,0,0,0,333111
332,Fabricated Metals,332991,61081FRNTZ3201W,IL,61081FRNTZ3201W,2015,IL,0,332,0,.044,.044,0,0,0,332991
326,Plastics and Rubber,326299,44021BRTNR14330,OH,44021BRTNR14330,2015,OH,0,326,0,0,0,0,0,0,326299
321,Wood Products,321991,46550DMNCR656ND,IN,46550DMNCR656ND,2015,IN,0,321,0,0,0,0,0,,321991
339,Miscellaneous Manufacturing,339991,49001DRMTL2100F,MI,49001DRMTL2100F,2015,MI,0,339,0,0,0,0,0,,339991
331,Primary Metals,331110,43302MRNST912CH,OH,43302MRNST912CH,2015,OH,450.31,331,0,180482,180932.31,450.31,0,0,331110
332,Fabricated Metals,332813,49508LLDFN4100B,MI,49508LLDFN4100B,2015,MI,9,332,0,5697,5706,9,0,0,332813
332,Fabricated Metals,332813,49508LLDFN4100B,MI,49508LLDFN4100B,2015,MI,50,332,0,728,778,50,0,0,332813
331,Primary Metals,331318331314,43056KSRLMROUTE,OH,43056KSRLMROUTE,2015,OH,1.51,331,0,.02,1.53,1.51,0,0,331318
311,Food,311513311514,53042LKTLK9278T,WI,53042LKTLK9278T,2015,WI,0,311,0,0,0,0,0,,311513
311,Food,311513311514,53042LKTLK9278T,WI,53042LKTLK9278T,2015,WI,0,311,0,0,0,0,0,0,311513
325,Chemicals,325612325611,43537SPRTN1110S,OH,43537SPRTN1110S,2015,OH,0,325,0,0,0,0,0,,325612
325,Chemicals,325612325611,43537SPRTN1110S,OH,43537SPRTN1110S,2015,OH,135,325,0,1251,1386,135,0,0,325612
332,Fabricated Metals,332813,55432DGSBW7965M,MN,55432DGSBW7965M,2015,MN,0,332,0,0,0,0,0,0,332813
311,Food,311119,6230WPRNCG221PR,IL,6230WPRNCG221PR,2015,IL,0,311,0,0,0,0,0,,311119
331,Primary Metals,331313,47630LMNMCHIGHW,IN,47630LMNMCHIGHW,2015,IN,108,331,204,0,312.1,312.1,0,.1,331313
331,Primary Metals,331313,47630LMNMCHIGHW,IN,47630LMNMCHIGHW,2015,IN,3900,331,0,0,3900,3900,0,0,331313
325,Chemicals,325193,6123WPTRTR11PAT,IL,6123WPTRTR11PAT,2015,IL,10,325,0,0,10,10,0,0,325193
333,Machinery,333612,45373SWRDR2001W,OH,45373SWRDR2001W,2015,OH,0,333,0,0,0,0,0,,333612
333,Machinery,333241,47172SVNDN2100F,IN,47172SVNDN2100F,2015,IN,5,333,0,0,5,5,0,0,333241
333,Machinery,333241,47172SVNDN2100F,IN,47172SVNDN2100F,2015,IN,0,333,5,0,5,5,0,0,333241
325,Chemicals,325991,55987MLLRW580EF,MN,55987MLLRW580EF,2015,MN,0,325,0,486,486,0,0,0,325991
331,Primary Metals,331314,53403MTLNC13492,WI,53403MTLNC13492,2015,WI,.00273,331,0,.123,.26773,.14473,0,.142,331314
325,Chemicals,325211,60409SHLND142ND,IL,60409SHLND142ND,2015,IL,46,325,0,0,46,46,0,0,325211
325,Chemicals,325211,60409SHLND142ND,IL,60409SHLND142ND,2015,IL,64,325,0,24,88,64,0,0,325211
325,Chemicals,325193,5604WGRDNN47453,MN,5604WGRDNN47453,2015,MN,8521,325,0,0,8521,8521,0,0,325193
332,Fabricated Metals,332812,43725GSMTH530NO,OH,43725GSMTH530NO,2015,OH,0,332,0,800,800,0,0,0,332812
337,Furniture,337110,55371CRYST1100C,MN,55371CRYST1100C,2015,MN,5902,337,0,0,5902,5902,0,0,337110
325,Chemicals,325510,60143NTNLN16GLE,IL,60143NTNLN16GLE,2015,IL,0,325,0,0,0,0,0,,325510
332,Fabricated Metals,332999,46304WRTHN100WO,IN,46304WRTHN100WO,2015,IN,0,332,0,4.39,4.39,0,0,0,332999
333,Machinery,333618,54936MRCRYW6250,WI,54936MRCRYW6250,2015,WI,48,333,0,24048,24096,48,0,0,333618
325,Chemicals,325211,44035NYLNG1301L,OH,44035NYLNG1301L,2015,OH,11131,325,0,0,11131,11131,0,0,325211
334,Computers and Electronic Products,334517,53219GMDCL4855W,WI,53219GMDCL4855W,2015,WI,0,334,0,13,13,0,0,0,334517
325,Chemicals,325998,44662BTZLB2118R,OH,44662BTZLB2118R,2015,OH,10,325,0,1223,1233,10,0,0,325998
332,Fabricated Metals,332911,62525MLLRC500WE,IL,62525MLLRC500WE,2015,IL,0,332,0,28,28,0,0,0,332911
332,Fabricated Metals,332811,55344LNDBR10150,MN,55344LNDBR10150,2015,MN,0,332,0,0,0,0,0,,332811
326,Plastics and Rubber,326299,53105LVLLN665MC,WI,53105LVLLN665MC,2015,WI,5,326,0,1054,1059,5,0,0,326299
325,Chemicals,325314,43041MSCTT14111,OH,43041MSCTT14111,2015,OH,250,325,0,10,260,250,0,0,325314
322,Paper,322130,53211WSCNS1514E,WI,53211WSCNS1514E,2015,WI,.3971,322,0,43.6,43.9971,.3971,0,0,322130
331,Primary Metals,331512,53120WSCNS405HW,WI,53120WSCNS405HW,2015,WI,.5,331,0,2256,2256.5,.5,0,0,331512
326,Plastics and Rubber,326121,46394PLYJH2500G,IN,46394PLYJH2500G,2015,IN,0,326,1.73,0,1.73,1.73,0,0,326121
336,Transportation Equipment,336310,48551GMCTRG3100,MI,48551GMCTRG3100,2015,MI,39,336,0,0,39,39,0,0,336310
325,Chemicals,325199325211325320,48667THDWCMICHI,MI,48667THDWCMICHI,2015,MI,17900,325,250,263,18437,18174,0,24,325199
331,Primary Metals,331524,53704BRNTS2334P,WI,53704BRNTS2334P,2015,WI,0,331,0,14,14,0,0,0,331524
332,Fabricated Metals,332913326191,47240DLTFCHIGHW,IN,47240DLTFCHIGHW,2015,IN,5.04,332,0,0,31.406,31.406,0,26.366,332913
325,Chemicals,325510,43219YNKNM1920L,OH,43219YNKNM1920L,2015,OH,0,325,0,0,0,0,0,,325510
333,Machinery,333922,44883WBSTR325HA,OH,44883WBSTR325HA,2015,OH,2.7415,333,0,0,2.7415,2.7415,0,0,333922
325,Chemicals,325612,55117FXPCK51EAS,MN,55117FXPCK51EAS,2015,MN,779,325,0,0,779,779,0,0,325612
331,Primary Metals,331511,46219NVSTR5565B,IN,46219NVSTR5565B,2015,IN,1.55,331,0,1.44,2.99,1.55,0,0,331511
331,Primary Metals,331492,60622SPMTL1720E,IL,60622SPMTL1720E,2015,IL,11,331,0,31068,31079,11,0,0,331492
332,Fabricated Metals,332912,49858NCHRC55201,MI,49858NCHRC55201,2015,MI,0,332,0,0,0,0,0,0,332912
331,Primary Metals,331222,46347MRTSTSTATE,IN,46347MRTSTSTATE,2015,IN,0,331,0,244924,244924,0,0,0,331222
331,Primary Metals,331511,53536BKRMN133EN,WI,53536BKRMN133EN,2015,WI,334,331,0,4417,4751,334,0,0,331511
325,Chemicals,325510,43207DSTNC2121N,OH,43207DSTNC2121N,2015,OH,0,325,0,0,0,0,0,0,325510
334,Computers and Electronic Products,334513,55344RSMNT12001,MN,55344RSMNT12001,2015,MN,57.8,334,0,1.3,59.1,57.8,0,0,334513
325,Chemicals,325998,48204PRKCH8074M,MI,48204PRKCH8074M,2015,MI,473,325,0,0,473,473,0,0,325998
336,Transportation Equipment,336310,44142FRDMT5600H,OH,44142FRDMT5600H,2015,OH,51,336,0,3,54,51,0,0,336310
324,Petroleum,324110,46394MCLCX2815I,IN,46394MCLCX2815I,2015,IN,0,324,0,14,14,0,0,0,324110
324,Petroleum,324110,46394MCLCX2815I,IN,46394MCLCX2815I,2015,IN,42000,324,0,0,42000,42000,0,0,324110
332,Fabricated Metals,332811,60007CHMPL1990E,IL,60007CHMPL1990E,2015,IL,399,332,0,56169,56568,399,0,0,332811
325,Chemicals,325120,61834LLDSGNO5BR,IL,61834LLDSGNO5BR,2015,IL,3164,325,0,0,3164,3164,0,0,325120
324,Petroleum,324199,44482LTVST2234M,OH,44482LTVST2234M,2015,OH,325,324,0,0,325,325,0,0,324199
311,Food,311511,54703NSTLS5023V,WI,54703NSTLS5023V,2015,WI,0,311,0,0,0,0,0,0,311511
325,Chemicals,325998,44077FRSTB477LE,OH,44077FRSTB477LE,2015,OH,0,325,0,0,0,0,0,,325998
331,Primary Metals,331492,46302XDCRP2601W,IN,46302XDCRP2601W,2015,IN,9.33,331,0,32473.319,32484.813,11.494,0,2.164,331492
325,Chemicals,325998,44109MCGNR2910H,OH,44109MCGNR2910H,2015,OH,0,325,0,0,0,0,0,,325998
325,Chemicals,325520,60120HNKLD1345G,IL,60120HNKLD1345G,2015,IL,0,325,0,0,0,0,0,,325520
332,Fabricated Metals,332813,46803FRNKP2109E,IN,46803FRNKP2109E,2015,IN,0,332,0,0,0,0,0,,332813
331,Primary Metals,331492331314331420,60622MLNDN1424N,IL,60622MLNDN1424N,2015,IL,1,331,0,0,1,1,0,0,331492
336,Transportation Equipment,336370,60176WSCNS9521W,IL,60176WSCNS9521W,2015,IL,2,336,0,0,2,2,0,0,336370
326,Plastics and Rubber,326299,46350RTDYN1164E,IN,46350RTDYN1164E,2015,IN,193.1,326,0,6596,6789.1,193.1,0,0,326299
339,Miscellaneous Manufacturing,339114,5308WMRCNR3524W,WI,5308WMRCNR3524W,2015,WI,0,339,0,0,0,0,0,,339114
331,Primary Metals,331314,53081JLFRN4243G,WI,53081JLFRN4243G,2015,WI,.941,331,0,286.627,287.568,.941,0,0,331314
327,Nonmetallic Mineral Product,327120,44601WHTCR1400S,OH,44601WHTCR1400S,2015,OH,5,327,0,47,52,5,0,0,327120
324,Petroleum,324110424710,62454MRTHNMARAT,IL,62454MRTHNMARAT,2015,IL,5.778,324,.76,0,6.538,6.538,0,0,324110
