V_TRI_SUBMISSION_NAICS.INDUSTRY_CODE,V_TRI_SUBMISSION_NAICS.INDUSTRY_DESCRIPTION,V_TRI_SUBMISSION_NAICS.NAICS_CODES,TRI_FACILITY.TRI_FACILITY_ID,TRI_FACILITY.STATE_ABBR,V_TRI_FORM_R_BR_EZ.TRI_FACILITY_ID,V_TRI_FORM_R_BR_EZ.REPORTING_YEAR,V_TRI_FORM_R_BR_EZ.STATE_ABBR,V_TRI_FORM_R_BR_EZ.AIR_TOTAL_RELEASE,V_TRI_FORM_R_BR_EZ.INDUSTRY_CODE,V_TRI_FORM_R_BR_EZ.LAND_TOTAL_RELEASE,V_TRI_FORM_R_BR_EZ.TOTAL_OFF_SITE_RELEASE,V_TRI_FORM_R_BR_EZ.TOTAL_ON_OFF_SITE_RELEASE,V_TRI_FORM_R_BR_EZ.TOTAL_ON_SITE_RELEASE,V_TRI_FORM_R_BR_EZ.UNINJ_TOTAL_RELEASE,V_TRI_FORM_R_BR_EZ.WATER_TOTAL_RELEASE,V_TRI_FORM_R_BR_EZ.PRIMARY_NAICS_CODE
331,Primary Metals,331512,55421NVSTC71439,MN,55421NVSTC71439,2015,MN,110,331,0,2727.806,2837.806,110,0,0,331512
336,Transportation Equipment,336611,54143MRNTTELYST,WI,54143MRNTTELYST,2015,WI,68,336,0,14288,14356,68,0,0,336611
332,Fabricated Metals,332111332112,44103SFCND970E6,OH,44103SFCND970E6,2015,OH,300,332,0,0,300,300,0,0,332111
332,Fabricated Metals,332312,6090WCMCCT78EAS,IL,6090WCMCCT78EAS,2015,IL,0,332,0,0,0,0,0,,332312
334,Computers and Electronic Products,334413,43551FRSTS2811C,OH,43551FRSTS2811C,2015,OH,5,334,0,755,760,5,0,0,334413
322,Paper,322110,55720PTLTCNORTH,MN,55720PTLTCNORTH,2015,MN,169500,322,0,0,169500,169500,0,0,322110
326,Plastics and Rubber,326150,49203MCHGN2313B,MI,49203MCHGN2313B,2015,MI,.87,326,0,0,.87,.87,0,0,326150
331,Primary Metals,331513,44601MRCNS1001E,OH,44601MRCNS1001E,2015,OH,354,331,0,7472,7826,354,0,0,331513
331,Primary Metals,331110,46402SSGRYONENO,IN,46402SSGRYONENO,2015,IN,732.71,331,294766.89,74971.64,371217.54,296245.9,0,746.3,331110
331,Primary Metals,331110,48229GRTLKNO1QU,MI,48229GRTLKNO1QU,2015,MI,22166,331,0,2119423,2142104,22681,0,515,331110
326,Plastics and Rubber,326199,47715WNDSR601NO,IN,47715WNDSR601NO,2015,IN,1.4132,326,0,1751.3955,1752.8087,1.4132,0,0,326199
331,Primary Metals,331221,44667CNTRS510CO,OH,44667CNTRS510CO,2015,OH,47.2,331,0,3007.81,3057.41,49.6,0,2.4,331221
332,Fabricated Metals,332812,44112PRKRR1688A,OH,44112PRKRR1688A,2015,OH,0,332,0,3250,3250,0,0,0,332812
336,Transportation Equipment,336390,49442DCPLS2050P,MI,49442DCPLS2050P,2015,MI,525.03,336,0,0,525.03,525.03,0,0,336390
326,Plastics and Rubber,326211,62864GNRLTHWY14,IL,62864GNRLTHWY14,2015,IL,.000059,326,0,8.6159,8.615959,.000059,0,0,326211
331,Primary Metals,331222,5320WCHRTR37WMI,WI,5320WCHRTR37WMI,2015,WI,18,331,0,0,18,18,0,0,331222
325,Chemicals,325193,46952CNTRL2955W,IN,46952CNTRL2955W,2015,IN,506.07,325,0,0,506.07,506.07,0,0,325193
327,Nonmetallic Mineral Product,327211,5475WCRDNL22STK,WI,5475WCRDNL22STK,2015,WI,11.27,327,0,19.14,30.41,11.27,0,0,327211
325,Chemicals,325412,49001THPJH7171P,MI,49001THPJH7171P,2015,MI,10,325,0,0,10,10,0,0,325412
339,Miscellaneous Manufacturing,339999,60510NCNPR970DO,IL,60510NCNPR970DO,2015,IL,250,339,0,0,250,250,0,0,339999
332,Fabricated Metals,332812,46368NMLPRUSHWY,IN,46368NMLPRUSHWY,2015,IN,5967,332,0,0,5967,5967,0,0,332812
325,Chemicals,325910,60007VDJTS1855E,IL,60007VDJTS1855E,2015,IL,501,325,0,0,501,501,0,0,325910
325,Chemicals,325211325199,61846CLNDSMAPLE,IL,61846CLNDSMAPLE,2015,IL,2483,325,0,0,2483,2483,0,0,325211
332,Fabricated Metals,332813,60101SWDNC910ST,IL,60101SWDNC910ST,2015,IL,17,332,0,18471,18488,17,0,0,332813
325,Chemicals,325180,45714SHLNDHWY7N,OH,45714SHLNDHWY7N,2015,OH,19.8,325,0,0,19.8,19.8,0,0,325180
332,Fabricated Metals,332431,55107MRCNN139EV,MN,55107MRCNN139EV,2015,MN,82958,332,0,0,82958,82958,0,0,332431
325,Chemicals,325510,53081SHBYG1439N,WI,53081SHBYG1439N,2015,WI,2550,325,0,0,2550,2550,0,0,325510
325,Chemicals,325411,5371WSFCNC645SC,WI,5371WSFCNC645SC,2015,WI,255,325,0,0,255,255,0,0,325411
324,Petroleum,324110,43616TWWST1819W,OH,43616TWWST1819W,2015,OH,1765,324,0,0,1765,1765,0,0,324110
332,Fabricated Metals,332722,6046WCNTNN24WES,IL,6046WCNTNN24WES,2015,IL,0,332,0,0,0,0,0,0,332722
325,Chemicals,325412541712,5302WCMBRDW132N,WI,5302WCMBRDW132N,2015,WI,3815,325,0,0,3815,3815,0,0,325412
322,Paper,322121,54956NNHPP135NC,WI,54956NNHPP135NC,2015,WI,394,322,0,0,394,394,0,0,322121
322,Paper,322130,47338RCKTN800AS,IN,47338RCKTN800AS,2015,IN,.21,322,0,33.7,33.92,.22,0,.01,322130
332,Fabricated Metals,332813,48071HWRDP32565,MI,48071HWRDP32565,2015,MI,23592,332,0,0,23592,23592,0,0,332813
333,Machinery,333611,4407WPCCRF87REN,OH,4407WPCCRF87REN,2015,OH,0,333,0,4484,4484,0,0,0,333611
332,Fabricated Metals,332813,49508VLLYC3353E,MI,49508VLLYC3353E,2015,MI,12,332,0,106,118,12,0,0,332813
332,Fabricated Metals,332999,44310GNRLM1195H,OH,44310GNRLM1195H,2015,OH,35,332,0,15,50,35,0,0,332999
325,Chemicals,325211,43207CPTLR324DE,OH,43207CPTLR324DE,2015,OH,316,325,0,0,316.29,316.29,0,.29,325211
325,Chemicals,325193,6123WPTRTR11PAT,IL,6123WPTRTR11PAT,2015,IL,0,325,0,0,0,0,0,,325193
327,Nonmetallic Mineral Product,327310,45879LFRGCCOUNT,OH,45879LFRGCCOUNT,2015,OH,1,327,0,0,1,1,0,0,327310
333,Machinery,333120,53051WCKRCN92W1,WI,53051WCKRCN92W1,2015,WI,3,333,0,106,109,3,0,0,333120
325,Chemicals,325180,44109LCCRP1000B,OH,44109LCCRP1000B,2015,OH,2950,325,0,0,2950,2950,0,0,325180
331,Primary Metals,331511,54981WPCFNTOWER,WI,54981WPCFNTOWER,2015,WI,11440,331,0,0,11440,11440,0,0,331511
331,Primary Metals,331511,54981WPCFNTOWER,WI,54981WPCFNTOWER,2015,WI,4254,331,0,250,4504,4254,0,0,331511
336,Transportation Equipment,336390,4314WKHNTH15DAY,OH,4314WKHNTH15DAY,2015,OH,7,336,0,266,277,11,0,4,336390
336,Transportation Equipment,336350,46901NDNTR3660N,IN,46901NDNTR3660N,2015,IN,673,336,0,0,673,673,0,0,336350
325,Chemicals,325110325211,60450QNTMC8805N,IL,60450QNTMC8805N,2015,IL,5,325,0,0,29,29,0,24,325110
336,Transportation Equipment,336390,4942WMRCNT3565H,MI,4942WMRCNT3565H,2015,MI,741,336,0,0,741,741,0,0,336390
335,Electrical Equipment,335314,49112MRCRY2528U,MI,49112MRCRY2528U,2015,MI,0,335,0,0,0,0,0,0,335314
326,Plastics and Rubber,326199325211,43701PLSKL11755,OH,43701PLSKL11755,2015,OH,1890,326,0,0,1890,1890,0,0,326199
333,Machinery,333415,54220MNTWC2110S,WI,54220MNTWC2110S,2015,WI,41,333,0,9882.368,9923.368,41,0,0,333415
336,Transportation Equipment,336112336370336211493110336111,43319HNDFM11000,OH,43319HNDFM11000,2015,OH,3232,336,0,10,3242,3232,0,0,336112
336,Transportation Equipment,336112336370336211493110336111,43319HNDFM11000,OH,43319HNDFM11000,2015,OH,10,336,0,10,20,10,0,0,336112
336,Transportation Equipment,336112336370336211493110336111,43319HNDFM11000,OH,43319HNDFM11000,2015,OH,5500,336,0,65,5565,5500,0,0,336112
326,Plastics and Rubber,326150,49068CMCST425LE,MI,49068CMCST425LE,2015,MI,0,326,0,0,0,0,0,,326150
332,Fabricated Metals,332722,48130DXTRF2110B,MI,48130DXTRF2110B,2015,MI,0,332,0,0,0,0,0,0,332722
331,Primary Metals,331314,49036MCRCY267NO,MI,49036MCRCY267NO,2015,MI,135,331,0,2091,2226,135,0,0,331314
332,Fabricated Metals,332420,46234PHNXF110SG,IN,46234PHNXF110SG,2015,IN,208.46,332,0,0,222.59,222.59,0,14.13,332420
333,Machinery,333613,43756JPTRN5037N,OH,43756JPTRN5037N,2015,OH,350,333,0,11567,12078,511,0,161,333613
336,Transportation Equipment,336612,4886WWSSCM43SUT,MI,4886WWSSCM43SUT,2015,MI,9763,336,14500,0,24263,24263,0,0,336612
334,Computers and Electronic Products,334413,55425CYPRS2401E,MN,55425CYPRS2401E,2015,MN,32.5,334,0,0,1621,1621,0,1588.5,334413
325,Chemicals,325211,45750MCPRFPOBOX,OH,45750MCPRFPOBOX,2015,OH,225267,325,2,1831,227110,225279,0,10,325211
331,Primary Metals,331511,55987NTDMC1200W,MN,55987NTDMC1200W,2015,MN,0,331,0,19308,19308,0,0,0,331511
331,Primary Metals,331529,43302HLDRT1657C,OH,43302HLDRT1657C,2015,OH,22,331,0,0,28.8,28.8,0,6.8,331529
331,Primary Metals,331210,46996PLYMT700W1,IN,46996PLYMT700W1,2015,IN,61,331,0,44.9,105.9,61,0,0,331210
331,Primary Metals,331529,49461HWMTC3850W,MI,49461HWMTC3850W,2015,MI,6,331,0,8484,8490,6,0,0,331529
325,Chemicals,325998,61061BRDNNWHITE,IL,61061BRDNNWHITE,2015,IL,6794,325,0,922,7716,6794,0,0,325998
331,Primary Metals,331529,44816CNCSTSTATE,OH,44816CNCSTSTATE,2015,OH,4.37,331,0,0,4.37,4.37,0,0,331529
331,Primary Metals,331529,44816CNCSTSTATE,OH,44816CNCSTSTATE,2015,OH,1.2,331,0,0,1.2,1.2,0,0,331529
325,Chemicals,325180,45014MRCNC3700D,OH,45014MRCNC3700D,2015,OH,255,325,0,0,255,255,0,0,325180
326,Plastics and Rubber,326291,44622MTRSL4STUS,OH,44622MTRSL4STUS,2015,OH,0,326,0,71229,71229,0,0,0,326291
325,Chemicals,325998,53925CLMBSN4335,WI,53925CLMBSN4335,2015,WI,10,325,0,0,10,10,0,0,325998
332,Fabricated Metals,332420,53950WLKRS625ST,WI,53950WLKRS625ST,2015,WI,6,332,0,0,6,6,0,0,332420
322,Paper,322121322110,45601MDCRP401SP,OH,45601MDCRP401SP,2015,OH,7204,322,0,0,7204,7204,0,0,322121
327,Nonmetallic Mineral Product,327215,60525TRV009400W,IL,60525TRV009400W,2015,IL,728,327,0,0,728,728,0,0,327215
325,Chemicals,325193,46947NDRSN3389W,IN,46947NDRSN3389W,2015,IN,10,325,0,0,10,10,0,0,325193
336,Transportation Equipment,336111,43612CHRYS4000S,OH,43612CHRYS4000S,2015,OH,17.757,336,0,0,17.757,17.757,0,0,336111
332,Fabricated Metals,332613,4402WSLNMN425CE,OH,4402WSLNMN425CE,2015,OH,0,332,0,468,468,0,0,0,332613
333,Machinery,333996,53115WKSHF611SU,WI,53115WKSHF611SU,2015,WI,0,333,0,5,5,0,0,0,333996
336,Transportation Equipment,336370,45011PCFCM8955S,OH,45011PCFCM8955S,2015,OH,0,336,0,0,0,0,0,,336370
337,Furniture,337110,46511MDLLN515WM,IN,46511MDLLN515WM,2015,IN,10227,337,0,0,10227,10227,0,0,337110
336,Transportation Equipment,336111,61761DMNDS100ND,IL,61761DMNDS100ND,2015,IL,0,336,0,0,0,0,0,0,336111
336,Transportation Equipment,336111,61761DMNDS100ND,IL,61761DMNDS100ND,2015,IL,71,336,0,0,71,71,0,0,336111
339,Miscellaneous Manufacturing,339995,47001RRCSKUS50W,IN,47001RRCSKUS50W,2015,IN,3238,339,0,0,3238,3238,0,0,339995
325,Chemicals,325520,46628BRNCR2001W,IN,46628BRNCR2001W,2015,IN,461.3,325,0,0,461.3,461.3,0,0,325520
325,Chemicals,325520,46628BRNCR2001W,IN,46628BRNCR2001W,2015,IN,0,325,0,0,0,0,0,,325520
327,Nonmetallic Mineral Product,327390,4305WPRSTR41HWA,OH,4305WPRSTR41HWA,2015,OH,0,327,0,0,0,0,0,,327390
326,Plastics and Rubber,326291,44805TRMCN1451J,OH,44805TRMCN1451J,2015,OH,0,326,0,5208,5208,0,0,0,326291
326,Plastics and Rubber,326291,44805TRMCN1451J,OH,44805TRMCN1451J,2015,OH,0,326,0,4643,4643,0,0,0,326291
326,Plastics and Rubber,326199,60177MRBLW502SU,IL,60177MRBLW502SU,2015,IL,3268,326,0,0,3268,3268,0,0,326199
325,Chemicals,325998,54143SPCLT2STAN,WI,54143SPCLT2STAN,2015,WI,255,325,0,0,255,255,0,0,325998
327,Nonmetallic Mineral Product,327320,53714LYCNN4122S,WI,53714LYCNN4122S,2015,WI,0,327,0,0,0,0,0,,327320
325,Chemicals,325510,61265MLNPN54002,IL,61265MLNPN54002,2015,IL,14,325,0,0,14,14,0,0,325510
323,Printing,323111,60106DCRGR1077S,IL,60106DCRGR1077S,2015,IL,1310,323,0,0,1310,1310,0,0,323111
332,Fabricated Metals,332431,44648CNTRL70016,OH,44648CNTRL70016,2015,OH,494,332,0,0,494,494,0,0,332431
333,Machinery,333992,54914MLLRL1919W,WI,54914MLLRL1919W,2015,WI,0,333,0,.000014,.000014,0,0,0,333992
332,Fabricated Metals,332813,44105CHRMM8701U,OH,44105CHRMM8701U,2015,OH,.006,332,0,69.28,69.286,.006,0,0,332813
325,Chemicals,325991,44646HRWCK1675N,OH,44646HRWCK1675N,2015,OH,3,325,0,787,790,3,0,0,325991
325,Chemicals,325193,6093WNRTHN22NRT,IL,6093WNRTHN22NRT,2015,IL,71,325,0,0,71,71,0,0,325193
325,Chemicals,325193,6093WNRTHN22NRT,IL,6093WNRTHN22NRT,2015,IL,5647,325,0,0,5647,5647,0,0,325193
311,Food,311611,46923NDNPCHWY42,IN,46923NDNPCHWY42,2015,IN,0,311,0,0,0,0,0,0,311611
325,Chemicals,325211,49221NDRSN1415E,MI,49221NDRSN1415E,2015,MI,4,325,0,0,4,4,0,0,325211
326,Plastics and Rubber,326291,48847PLSTR1300S,MI,48847PLSTR1300S,2015,MI,4,326,0,.03,4.03,4,0,0,326291
326,Plastics and Rubber,326291,48847PLSTR1300S,MI,48847PLSTR1300S,2015,MI,24,326,0,14.8,38.8,24,0,0,326291
334,Computers and Electronic Products,334419,46268KRMSX8431G,IN,46268KRMSX8431G,2015,IN,6,334,0,2695,2701,6,0,0,334419
325,Chemicals,325199325412,43228RSYNX1979A,OH,43228RSYNX1979A,2015,OH,5130,325,0,0,5130,5130,0,0,325199
325,Chemicals,325998,60433NTHNN9809I,IL,60433NTHNN9809I,2015,IL,9.69,325,0,2.48,12.17,9.69,0,0,325998
322,Paper,322110,54494CNSLD950FO,WI,54494CNSLD950FO,2015,WI,44908,322,0,0,44908,44908,0,0,322110
333,Machinery,333249,56303PRKND631SA,MN,56303PRKND631SA,2015,MN,5,333,0,.01,5.01,5,0,0,333249
325,Chemicals,325211,55413NTRPL2015N,MN,55413NTRPL2015N,2015,MN,1031,325,0,0,1031,1031,0,0,325211
325,Chemicals,325180,44004DTRXC1100N,OH,44004DTRXC1100N,2015,OH,500,325,0,32650,33400,750,0,250,325180
327,Nonmetallic Mineral Product,327120,44142FSCNC20200,OH,44142FSCNC20200,2015,OH,629.5,327,0,2680.1,3309.6,629.5,0,0,327120
335,Electrical Equipment,335931326199335929,56073MCMPN1700N,MN,56073MCMPN1700N,2015,MN,0,335,0,22.07,22.07,0,0,0,335931
322,Paper,322130,54487NKSPCN9090,WI,54487NKSPCN9090,2015,WI,6669,322,0,0,9806,9806,0,3137,322130
336,Transportation Equipment,336120,44203BCRSR842NO,OH,44203BCRSR842NO,2015,OH,.0015985,336,0,0,.0015985,.0015985,0,0,336120
332,Fabricated Metals,332710,48150STLND331CA,MI,48150STLND331CA,2015,MI,0,332,0,0,0,0,0,,332710
332,Fabricated Metals,332721,49078PRKRH300PA,MI,49078PRKRH300PA,2015,MI,0,332,0,51.729,51.729,0,0,0,332721
325,Chemicals,325998,48220MCDRM1221F,MI,48220MCDRM1221F,2015,MI,24.59,325,0,0,24.59,24.59,0,0,325998
327,Nonmetallic Mineral Product,327993,55066SGNTR27384,MN,55066SGNTR27384,2015,MN,1.1,327,45.28,.2653,46.6453,46.38,0,0,327993
311,Food,311813,45014FXTLF688BU,OH,45014FXTLF688BU,2015,OH,0,311,0,0,0,0,0,0,311813
331,Primary Metals,331222331491,46809FRTWY9307A,IN,46809FRTWY9307A,2015,IN,0,331,0,0,0,0,0,0,331222
333,Machinery,333413,54476GRNHC1001I,WI,54476GRNHC1001I,2015,WI,0,333,0,15,15,0,0,0,333413
325,Chemicals,325180,44035NGLHR120PI,OH,44035NGLHR120PI,2015,OH,10,325,0,367,382,15,0,5,325180
331,Primary Metals,331513,43207BCKYS2211P,OH,43207BCKYS2211P,2015,OH,24.6,331,0,45995.4,46043.6,48.2,0,23.6,331513
322,Paper,322121,54308THPRC501EA,WI,54308THPRC501EA,2015,WI,1149,322,0,0,1149,1149,0,0,322121
333,Machinery,333131,53172BCYRS1100M,WI,53172BCYRS1100M,2015,WI,0,333,0,111.08,111.08,0,0,0,333131
331,Primary Metals,331492,60617HRSHD2701E,IL,60617HRSHD2701E,2015,IL,0,331,0,0,0,0,0,,331492
331,Primary Metals,331492,60617HRSHD2701E,IL,60617HRSHD2701E,2015,IL,92,331,0,0,92,92,0,0,331492
311,Food,311119311111,62301JMHBR3150G,IL,62301JMHBR3150G,2015,IL,250,311,0,0,250,250,0,0,311119
331,Primary Metals,331318,56308LXNDR401CO,MN,56308LXNDR401CO,2015,MN,10,331,0,0,10,10,0,0,331318
333,Machinery,333922,54901RRWHD3255M,WI,54901RRWHD3255M,2015,WI,11,333,0,52,63,11,0,0,333922
325,Chemicals,325180325199,43223GFRDR867MC,OH,43223GFRDR867MC,2015,OH,198,325,0,0,198,198,0,0,325180
324,Petroleum,324110,55164KCHRFPOBOX,MN,55164KCHRFPOBOX,2015,MN,5000,324,0,12.1763,5012.1763,5000,0,0,324110
324,Petroleum,324110,55164KCHRFPOBOX,MN,55164KCHRFPOBOX,2015,MN,12.9,324,0,3684.9136,3740.8136,55.9,0,43,324110
331,Primary Metals,331512,53223SGNCS9000N,WI,53223SGNCS9000N,2015,WI,.31841,331,0,66.93,67.24841,.31841,0,0,331512
333,Machinery,333613,44870NNCHN1010E,OH,44870NNCHN1010E,2015,OH,1,333,0,0,1,1,0,0,333613
332,Fabricated Metals,332322,53932KMCHN671SM,WI,53932KMCHN671SM,2015,WI,47.9,332,0,.08,47.98,47.9,0,0,332322
311,Food,311513,44062MDDLF15815,OH,44062MDDLF15815,2015,OH,0,311,0,212,19831,19619,0,19619,311513
326,Plastics and Rubber,326199,44287PRMMB13985,OH,44287PRMMB13985,2015,OH,0,326,0,0,0,0,0,0,326199
332,Fabricated Metals,332813,48045SLFRD42081,MI,48045SLFRD42081,2015,MI,1404,332,0,0,1405.5,1405.5,0,1.5,332813
332,Fabricated Metals,332999,45040HMLTN755RE,OH,45040HMLTN755RE,2015,OH,233,332,0,0,233,233,0,0,332999
331,Primary Metals,331511331524,43512GMCXXSTATE,OH,43512GMCXXSTATE,2015,OH,992,331,18000,1.26,18996.26,18995,0,3,331511
331,Primary Metals,331523,4902WLTCHL132PA,MI,4902WLTCHL132PA,2015,MI,2.1,331,0,2.53,5.08,2.55,0,.45,331523
332,Fabricated Metals,332721,4941WLKSHR1865I,MI,4941WLKSHR1865I,2015,MI,0,332,0,0,0,0,0,0,332721
331,Primary Metals,331210,47274SYMRT1515E,IN,47274SYMRT1515E,2015,IN,30,331,0,0,30,30,0,0,331210
325,Chemicals,325199,55808MBYSY110SP,MN,55808MBYSY110SP,2015,MN,11,325,0,0,11,11,0,0,325199
333,Machinery,333415,54601THTRN1700H,WI,54601THTRN1700H,2015,WI,3.287,333,0,.0301,3.3171,3.287,0,0,333415
325,Chemicals,325311,61025PHNXC16675,IL,61025PHNXC16675,2015,IL,50974,325,0,0,50974,50974,0,0,325311
333,Machinery,333415,48893RNDLL0520S,MI,48893RNDLL0520S,2015,MI,68,333,0,0,68,68,0,0,333415
325,Chemicals,325998,45232CGNSC49EST,OH,45232CGNSC49EST,2015,OH,0,325,0,106,974,868,0,868,325998
331,Primary Metals,331513,43125GRFFN3900B,OH,43125GRFFN3900B,2015,OH,500,331,0,11008,11508,500,0,0,331513
333,Machinery,333132,4428WMRCNG135US,OH,4428WMRCNG135US,2015,OH,17.71,333,0,119,136.71,17.71,0,0,333132
339,Miscellaneous Manufacturing,339112,46226DYNLY6445L,IN,46226DYNLY6445L,2015,IN,784.41,339,0,0,784.41,784.41,0,0,339112
332,Fabricated Metals,332813,44024LCTRD464CE,OH,44024LCTRD464CE,2015,OH,1029,332,0,0,1029,1029,0,0,332813
325,Chemicals,325611,60652DLYNT41W76,IL,60652DLYNT41W76,2015,IL,0,325,0,0,0,0,0,,325611
331,Primary Metals,331314,46992LMTCH305DI,IN,46992LMTCH305DI,2015,IN,7071,331,0,128720,135791,7071,0,0,331314
326,Plastics and Rubber,326199,43410WLLNP401EE,OH,43410WLLNP401EE,2015,OH,0,326,0,0,0,0,0,,326199
324,Petroleum,324110,48217MRTHN1300S,MI,48217MRTHN1300S,2015,MI,8526,324,2,1952,10480,8528,0,0,324110
324,Petroleum,324110,48217MRTHN1300S,MI,48217MRTHN1300S,2015,MI,.0023492,324,0,0,.0023492,.0023492,0,0,324110
325,Chemicals,325193,4600WPTBRF13179,IN,4600WPTBRF13179,2015,IN,0,325,0,0,0,0,0,,325193
335,Electrical Equipment,335313,60626SCLCT6601N,IL,60626SCLCT6601N,2015,IL,2,335,0,1621,1623,2,0,0,335313
325,Chemicals,325998,44306RVLSC255HU,OH,44306RVLSC255HU,2015,OH,0,325,0,0,0,0,0,,325998
334,Computers and Electronic Products,334412,54729CRYRS234CA,WI,54729CRYRS234CA,2015,WI,0,334,0,0,0,0,0,,334412
336,Transportation Equipment,336370,48091WRRNS22800,MI,48091WRRNS22800,2015,MI,7,336,0,0,7,7,0,0,336370
333,Machinery,333911,55413GRCNC6011T,MN,55413GRCNC6011T,2015,MN,13,333,0,0,13,13,0,0,333911
332,Fabricated Metals,332813,54306LTRPL345SP,WI,54306LTRPL345SP,2015,WI,0,332,0,1920.05,1920.05,0,0,0,332813
322,Paper,322220,44077VRYDR670HA,OH,44077VRYDR670HA,2015,OH,919,322,0,148,1067,919,0,0,322220
335,Electrical Equipment,335911,60134JHNSN300SO,IL,60134JHNSN300SO,2015,IL,0,335,0,36.6,37.3,.7,0,.7,335911
326,Plastics and Rubber,326199325211,43219PLSKL1770J,OH,43219PLSKL1770J,2015,OH,164,326,0,0,164,164,0,0,326199
324,Petroleum,324110,62084SHLLLRTE11,IL,62084SHLLLRTE11,2015,IL,495,324,0,27522,30821,3299,0,2804,324110
325,Chemicals,325414,60915RMRPHRT50A,IL,60915RMRPHRT50A,2015,IL,9242,325,0,0,9242,9242,0,0,325414
325,Chemicals,325180325199,44115ZCLNN2981I,OH,44115ZCLNN2981I,2015,OH,1603,325,0,29924.61,31527.61,1603,0,0,325180
325,Chemicals,325130,53207DYNMC2024S,WI,53207DYNMC2024S,2015,WI,.061,325,0,816,816.061,.061,0,0,325130
332,Fabricated Metals,332813,55416DGLSC3250X,MN,55416DGLSC3250X,2015,MN,0,332,0,9,9,0,0,0,332813
311,Food,311221325412325199311119311224,62526DMCRN4666F,IL,62526DMCRN4666F,2015,IL,114753,311,49,0,114802,114802,0,0,311221
336,Transportation Equipment,336111336370,48917GNRLM85REL,MI,48917GNRLM85REL,2015,MI,.0416,336,0,0,.0416,.0416,0,0,336111
321,Wood Products,321114321999,55110QLTYW4141H,MN,55110QLTYW4141H,2015,MN,0,321,0,0,0,0,0,,321114
325,Chemicals,325510,48209MGNNC2771H,MI,48209MGNNC2771H,2015,MI,255,325,0,255,510,255,0,0,325510
332,Fabricated Metals,332912,49858NCHRC55201,MI,49858NCHRC55201,2015,MI,5,332,0,0,5,5,0,0,332912
332,Fabricated Metals,332813,60650CCRTN3130S,IL,60650CCRTN3130S,2015,IL,0,332,0,0,0,0,0,0,332813
332,Fabricated Metals,332813,60650CCRTN3130S,IL,60650CCRTN3130S,2015,IL,48,332,0,0,48,48,0,0,332813
324,Petroleum,324191,46312SFTYK601RI,IN,46312SFTYK601RI,2015,IN,0,324,0,590.09,590.09,0,0,0,324191
325,Chemicals,325510,43207DSTNC2121N,OH,43207DSTNC2121N,2015,OH,0,325,0,2052,2052,0,0,0,325510
324,Petroleum,324110,46394MCLCX2815I,IN,46394MCLCX2815I,2015,IN,.0000016,324,0,0,.0000016,.0000016,0,0,324110
324,Petroleum,324110,46394MCLCX2815I,IN,46394MCLCX2815I,2015,IN,5700,324,0,0,5700,5700,0,0,324110
339,Miscellaneous Manufacturing,339999,4651WPLYDY17RUB,IN,4651WPLYDY17RUB,2015,IN,0,339,0,0,0,0,0,,339999
325,Chemicals,325120,61834LLDSGNO5BR,IL,61834LLDSGNO5BR,2015,IL,17283,325,0,0,17288,17288,0,5,325120
324,Petroleum,324199,44482LTVST2234M,OH,44482LTVST2234M,2015,OH,49,324,0,0,49,49,0,0,324199
325,Chemicals,325510,60438BCHMC2700E,IL,60438BCHMC2700E,2015,IL,58,325,0,0,58,58,0,0,325510
325,Chemicals,325998327910326121325613562211,55016MCHMLHIGHW,MN,55016MCHMLHIGHW,2015,MN,245,325,0,0,245,245,0,0,325998
325,Chemicals,325510,48390FNSHT4205M,MI,48390FNSHT4205M,2015,MI,388,325,0,643,1031,388,0,0,325510
331,Primary Metals,331491331222332813,46809CHMRX3401M,IN,46809CHMRX3401M,2015,IN,4,331,0,0,4,4,0,0,331491
334,Computers and Electronic Products,334413,44281HBRSS8711W,OH,44281HBRSS8711W,2015,OH,2,334,0,1008,1010,2,0,0,334413
336,Transportation Equipment,336412,44117RFLFR23555,OH,44117RFLFR23555,2015,OH,0,336,0,0,0,0,0,0,336412
325,Chemicals,325612561910324191,46350RCTCLBOYDB,IN,46350RCTCLBOYDB,2015,IN,0,325,0,0,0,0,0,,325612
333,Machinery,333112,53032JHNDR400NO,WI,53032JHNDR400NO,2015,WI,18810,333,0,0,18810,18810,0,0,333112
331,Primary Metals,331314,53081JLFRN4243G,WI,53081JLFRN4243G,2015,WI,3.141,331,0,52.0351,55.1761,3.141,0,0,331314
326,Plastics and Rubber,326211,43506GNRLT927SO,OH,43506GNRLT927SO,2015,OH,255,326,0,10154,10414,260,0,5,326211
336,Transportation Equipment,336120,45601KNWRT65KEN,OH,45601KNWRT65KEN,2015,OH,4500,336,0,0,4500,4500,0,0,336120
332,Fabricated Metals,332439,44105NRTHC8806C,OH,44105NRTHC8806C,2015,OH,60491,332,0,0,60491,60491,0,0,332439
325,Chemicals,325211,43326CCDNT13717,OH,43326CCDNT13717,2015,OH,3,325,0,1702,1705,3,0,0,325211
322,Paper,322121,49634PCKGN2245U,MI,49634PCKGN2245U,2015,MI,5098.013,322,0,.000087,5098.013417,5098.01333,0,.00033,322121
322,Paper,322121,49634PCKGN2245U,MI,49634PCKGN2245U,2015,MI,376.21,322,0,28,404.21,376.21,0,0,322121
